Intent,Pattern,Response
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Food coloring
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Food for animals
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Fresh and smoked fish
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Gemstones; jewelry; gold-silver or other precious metals
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: granulated sugars in powder or in pieces
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Industrial fatty alcohols (flammable or dangerous)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Juice
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Liqueurs and alcohols
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Matches
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Mayonnaises; mustards; butters and margarines
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Medicines. Medicinal tinctures
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Milks and dairy products
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Pasta and couscous
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Pesticides other than aerosol insecticides
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Petroleum oil (lubricant)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Plants or parts of plants (seeds; tubers; cuttings;
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Polyethylene and polypropylene bags
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Raw cereals
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Soaps; cosmetics and perfumery
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Sweet carbonated drinks
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Teas and coffees
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Thinners and strippers for paints or varnishes
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Tickets; travellers cheques
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Tomato concentrates
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Toothpastes
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Toys and articles for board games
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Unsweetened drinking water and carbonated drinks
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Vinegars
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Weighing and measuring apparatus and instruments
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Wheat or wheat flour
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Wines
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BF?,"Restriction Type: R
Details: Yeasts and baking aids
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in BI?,"Restriction Type: P
Details: Please check on the destination customs website; for any other restrictions and prohibitions
More Info: https://www.obr.bi/
Last Updated: 2020-05-13 10:55:11"
prohibited_items,What items are prohibited in KH?,"Restriction Type: N
Details: Please check on the destination customs website; for any other restrictions and prohibitions
More Info: http://www.customs.gov.kh/pre-clearance-procedures/prohibited-and-restricted-goods/
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CM?,"Restriction Type: P
Details: Please check on the destination customs website; for any other restrictions and prohibitions
More Info: http://www.douanescustoms-cm.net/en.html
Last Updated: 2020-05-13 12:25:52"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Actinobacullus mallei; if alive.  Coccidiodes immitis; if alive.  Francisella (Pasteurella); if alive.  Tularensis; if alive.  Herpes virus simiae.  Junin virus.  Lassa virus.  Machupo virus.  Marburg virus.  Pseudomonas pseudomallei; if alive.  Tick-borne viruses.  Variola; major and minor (virus).  Yersenia (Pasteurella) pestic; if alive.
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Actinobacullus mallei; if dead.  Coccidiodes immitis; if dead.  Francisella (Pasteurella); if dead.  Tularensis; if dead.  Pseudomonas pseudomallei; if dead.  Yersenia (Pasteurella) pestic; if dead.
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Articles relating to unlawful lottery schemes
More Info: www.canadapost-postescanada.ca/cpc/en/support/articles/non-mailable-matter/illegal-mail.page?
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Batteries of any kind (including Lithium batteries currently)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Bee-keeping apparatus, used
More Info: https://www.ontario.ca/page/importing-honey-bees-ontario
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Berberis; Mohania and Mahberberis.  Rhammus.  Corylus (hazel; cob; filbert)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Blood; human. Blood; animal.
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Bombs; grenades; torpedoes; mines (explosive devices)
More Info:  https://www.canadapost-postescanada.ca/cpc/en/support/articles/non-mailable-matter/transportation-of-dangerous-goods-classes-and-index.page?
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Contraceptive devices and literature
More Info: https://www.canada.ca/en/health-canada/services/drugs-health-products/compliance-enforcement/importation-exportation/commercial-use-health-products-guidance/document.html#sec66
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Cotton; burnt fibre.  Cotton; wet
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Counterfeit or imitation coins
More Info: https://www.cbsa-asfc.gc.ca/publications/dm-md/d9/d9-1-3-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Elephant tusk (ivory) and rhinoceros horn parts or products; including hunting trophies and household effects
More Info: https://www.canada.ca/en/environment-climate-change/services/convention-international-trade-endangered-species/import-export-elephant-tusk-ivory-rhinoceros-horn.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Encephalitis viruses.
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Ethyl alcohol
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Firearms, weapons and ammunition
More Info: https://www.canadapost-postescanada.ca/cpc/en/support/articles/non-mailable-matter/firearms.page?
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Fish meal
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Gold bullion, gold dust or non-manufactured metals
More Info: https://www.canadapost-postescanada.ca/cpc/en/support/articles/non-mailable-matter/other-prohibited-items-and-restrictions.page
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Hate propaganda
More Info: https://www.cbsa-asfc.gc.ca/publications/dm-md/d9/d9-1-15-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Hellium. Krypton. Neon. Xenon.
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Live Animals
More Info:  https://www.canadapost-postescanada.ca/cpc/en/support/articles/customs-requirements/specific-requirements-for-controlled-items.page
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Mixtures containing halogenated derivatives of methane; ethane or propane.  Mixturesand preparations containing ethylene oxide; polybrominated biphenuls; polychlorinated biphenyls; polycholrinated terphenyls (Hazardous and/or flammable)
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Obscene, immoral, indecent or scurrilous matter
More Info: https://www.cbsa-asfc.gc.ca/publications/dm-md/d9/d9-1-1-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Please check on the destination customs website; for any other restrictions and prohibitions
More Info: https://www.cbsa-asfc.gc.ca/import/menu-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Prison-made and forced labour goods
More Info: https://www.cbsa-asfc.gc.ca/publications/dm-md/d9/d9-1-6-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Raw Hides; pelts; skins etc with offensive odours
More Info: https://www.canadapost-postescanada.ca/cpc/en/support/articles/non-mailable-matter/other-prohibited-items-and-restrictions.page?
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: Various single use plastics
More Info: https://www.cbsa-asfc.gc.ca/publications/cn-ad/cn23-08-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: P
Details: White phosphorus matches
More Info: https://www.cbsa-asfc.gc.ca/publications/dm-md/d9/d9-1-13-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Animal products and by-products
More Info: https://inspection.canada.ca/animal-health/terrestrial-animals/imports/import-policies/animal-products-and-by-products/framework/eng/1616507117282/1616507282914
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Articles of apparel and clothing accessories; knitted or crocheted
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Articles of apparel and clothing accessories; not knitted or crocheted
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Baked goods
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Birds' eggs; in shell; fresh; preserved or cooked.
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Books
More Info: https://ised-isde.canada.ca/site/acts-regulations/en/interpretation-policy/frequently-asked-questions/frequently-asked-questions-book-importation-regulations
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Cannabis; including products containing cannabidiol (CBD) or tetrahydrocannabinol (THC)
More Info: https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-9-2-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Carpets and other textile floor coverings
More Info: https://www.canada.ca/en/health-canada/services/consumer-product-safety/reports-publications/industry-professionals/guide-carpets-textile-floor-coverings.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Coffee and tea
More Info: Canadian Food Inspection Agency
Last Updated: 2022-08-04 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Confectionery
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Copyright works
More Info: https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-4-3-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Cotton
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Currency including bank notes; currency notes; traveller's cheques and coins
More Info:  
Last Updated: 2016-01-01 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Diamonds (rough)
More Info: https://natural-resources.canada.ca/our-natural-resources/minerals-mining/services-for-the-mining-industry/importing-and-exporting-rough-diamonds-the-kimberley-process/8222
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Dried herbs and spices
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Edible fruit and nuts: peel of citrus fruit or melons
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/food-specific-requirements/fresh-fruit-or-vegetables/eng/1541613882667/1541613882890
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Edible vegetables and certain roots and tubers
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/food-specific-requirements/fresh-fruit-or-vegetables/eng/1541613882667/1541613882890
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Films
More Info: https://www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-4-3-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Fish and crustaceans; molluscs and other aquatic invertebrates
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Grain derived foods; cereal
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Honey
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Impregnated; coated; covered or laminated textile fabrics: textile articles of a kind suitable for industrial use
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Intoxicating beverages
More Info: CBSA Memorandum D5-1-4
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Knitted or crocheted fabrics
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Liquids, liquefiable substances and powders
More Info:  https://www.canadapost-postescanada.ca/cpc/en/support/articles/non-mailable-matter/liquids-liquefiable-substances-and-powders.page
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Live trees and plants; including bark, bulbs and roots
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/plant-and-plant-product-imports/eng/1299168480001/1299168593866
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Man-made filaments: strip and the like of man-made textile materials
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Man-made staple fibres
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Maple syrup and products
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Margarine or butter substitutes
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Meat and edible meat offal
More Info: www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-1-1-eng.html

www.cbsa-asfc.gc.ca/publications/dm-md/d19/d19-8-5-eng.html 
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Medical material, including specimens
More Info: https://www.canadapost-postescanada.ca/cpc/en/support/articles/non-mailable-matter/medical-or-biological-materials.page?
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Medicines. Tinctures; medicinal.
More Info: https://cbsa-asfc.gc.ca/publications/dm-md/d19/d19-9-2-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Milk and cream; concentrated or containing added sugar or other sweetening matter.
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Milk and cream; not concentrated nor containing added sugar or other sweetening matter.
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Non-alcoholic beverages
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Other made up textile articles: sets: worn clothing and worn textile articles: rags
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Other vegetable textile fibres: paper yarn and woven fabrics of paper yarn
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Pet food and treats
More Info: https://inspection.canada.ca/animal-health/terrestrial-animals/imports/import-policies/animal-products-and-by-products/pet-food/eng/1321129023397/1321129556426
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Precious stones; jewels; gold silver or other precious metals
More Info:  https://www.canada.ca/en/services/business/permits/federallyregulatedbusinessactivities/importpermitsrestrictions/mineral-metal-imports.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Products of the milling industry, including malt, starches, inulin, wheat gluten, barley, straw, bran and chaff
More Info: https://inspection.canada.ca/importing-food-plants-or-animals/food-imports/eng/1526656151226/1526656151476
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Provitamins; vitamins and hormones
More Info: https://www.canada.ca/en/health-canada/services/drugs-health-products/compliance-enforcement/importation-exportation/commercial-use-health-products-guidance/document.html#sec62
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Silk
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Special woven fabrics: tufted textile fabrics: lace: tapestries: trimmings: embroidery
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Tobacco and manufactured tobacco substitutes.  See Part II; § 2.5.
More Info: https://www.cbsa-asfc.gc.ca/publications/dm-md/d18/d18-2-1-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Vaping products
More Info: https://www.cbsa-asfc.gc.ca/publications/cn-ad/cn18-05-eng.html
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Wadding; felt and nonwovens: special yarns: twin; cordage; ropes and cables and articles thereof
More Info: www.international.gc.ca/controls-controles/textiles/index.aspx?lang=eng
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CA?,"Restriction Type: R
Details: Wood and articles of wood
More Info: https://inspection.canada.ca/plant-health/invasive-species/plant-import/primer/eng/1324568450671/1324569734910
Last Updated: 2024-01-31 00:00:00"
prohibited_items,What items are prohibited in CV?,"Restriction Type: P
Details: Please check on the destination customs website; for any other restrictions and prohibitions
More Info: https://mf.gov.cv/web/dnre/direca-geral-das-alfandegas
Last Updated: 2020-05-19 10:10:53"
prohibited_items,What items are prohibited in KY?,"Restriction Type: P
Details: Please check on the destination customs website; for any other restrictions and prohibitions
More Info: http://www.cbc.gov.ky/
Last Updated: 2020-05-19 11:19:59"
prohibited_items,What items are prohibited in KY?,"Restriction Type: R
Details: Cannabis Oil
More Info:  
Last Updated: 2017-11-06 17:22:14"
prohibited_items,What items are prohibited in KY?,"Restriction Type: R
Details: Human Remains
More Info: http://www.deh.gov.ky/portal/page/portal/dehhome/health/humanremains
Last Updated: 2018-05-24 09:35:22"
prohibited_items,What items are prohibited in KY?,"Restriction Type: R
Details: Plants
More Info: http://www.gov.ky/portal/page/portal/agrhome/publications/conditions-governing-the-importation-of-plants-into-the-ci
Last Updated: 2018-05-03 11:42:03"
prohibited_items,What items are prohibited in KY?,"Restriction Type: R
Details: Restriction
More Info: http://customs.gov.ky
Last Updated: 2019-05-31 10:58:02"
prohibited_items,What items are prohibited in CF?,"Restriction Type: P
Details: Please check on the destination customs website; for any other restrictions and prohibitions
More Info: http://minfb.cf/
Last Updated: 2020-05-13 12:21:47"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Animal skins
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Antiques (can break up or are fragile)
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Asbestos in any form
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Chloropicrin; liquid
More Info:  
Last Updated: 2018-05-03 11:40:48"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Counterfeit merchandise
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Merchandise that are hazardous to animals for agriculture or human health
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Narcotics products
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Please check on the destination customs website; for any other restrictions and prohibitions
More Info: https://www.aduana.cl/preguntas-frecuentes-importaciones/aduana/2007-02-28/161116.html
Last Updated: 2018-05-24 09:34:23"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Pornography
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Soil samples
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Toxic industrial waste
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Used car
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Used motorcycles
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: P
Details: Used tires and retreaded
More Info:  
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: R
Details: Animal or vegetable fats and oils and their cleavage products prepared edible fats: animal or vegetable waxes
More Info: http://www.sag.gob.cl 
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: R
Details: Arms and ammunition: parts and accessories thereof
More Info: http://www.dgmn.cl
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: R
Details: Beverages; spirits and vinegar
More Info: http://www.sag.gob.cl
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: R
Details: Carpets and other textile floor coverings
More Info: http://www.sag.gob.cl 
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: R
Details: Cereals
More Info: http://www.sag.gob.cl 
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: R
Details: Cocoa and cocoa preparations
More Info: http://www.minsal.cl
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: R
Details: Coffee; tea; maté and spices
More Info: http://www.sag.gob.cl 
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: R
Details: Cork and articles of cork
More Info: http://www.sag.gob.cl 
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: R
Details: Cotton
More Info: http://www.sag.gob.cl 
Last Updated: 2020-07-09 00:00:00"
prohibited_items,What items are prohibited in CL?,"Restriction Type: R
Details: Dairy produce: birds eggs: natural honey: edible products of animal origin; not elsewhere specified or included
More Info: http://www.sag.gob.cl 
Last Updated: 2020-07-09 00:00:00"
